vendor_id,vendor_name,tax_id,payment_terms,bank_account_last4,contact_email,country,is_1099,created_at,is_active
VEND-00025,Initech Partners,549990106,NET60,6396,ar@initechpartners.example,US,False,2019-01-06,True
VEND-00026,Dunder Enterprises,668771507,DUE_ON_RECEIPT,6702,ar@dunderenterprises.example,US,False,2021-05-29,True
VEND-00027,Hooli Systems,664391415,NET60,3233,ar@hoolisystems.example,US,False,2023-09-14,True
VEND-00028,Wayne Solutions,418591742,NET30,6487,ar@waynesolutions.example,US,True,2020-03-11,True
VEND-00029,Wonka Inc,914023487,NET30,1200,ar@wonkainc.example,US,True,2019-07-06,True
VEND-00030,Hooli Industries,885956864,NET45,9087,ar@hooliindustries.example,US,True,2021-11-29,True
VEND-00031,Bluth Inc,536584756,DUE_ON_RECEIPT,5453,ar@bluthinc.example,US,True,2023-02-12,True
VEND-00032,Dunder Enterprises,464242885,NET60,5423,ar@dunderenterprises.example,US,True,2019-03-09,True
VEND-00033,Initech Industries,957652939,NET45,7001,ar@initechindustries.example,US,True,2023-10-27,True
VEND-00034,Bluth Enterprises,520871642,NET45,4543,ar@bluthenterprises.example,US,False,2023-04-18,True
VEND-00035,Sterling Partners,462605990,NET45,3452,ar@sterlingpartners.example,US,False,2022-12-26,True
VEND-00036,Initech Group,509018239,DUE_ON_RECEIPT,1911,ar@initechgroup.example,US,False,2020-03-13,True
VEND-00037,Wayne LLC,441884042,NET30,9114,ar@waynellc.example,US,True,2019-11-19,True
VEND-00038,Initech Inc,365136947,NET30,8885,ar@initechinc.example,US,True,2019-01-04,True
VEND-00039,Wonka Enterprises,350987395,NET45,4199,ar@wonkaenterprises.example,US,True,2022-04-04,True
VEND-00040,Umbrella Group,407366108,DUE_ON_RECEIPT,7305,ar@umbrellagroup.example,US,False,2020-12-30,True
VEND-00041,Dunder LLC,574917632,DUE_ON_RECEIPT,5243,ar@dunderllc.example,US,False,2022-05-26,True
VEND-00042,Wayne Group,237606371,NET45,7331,ar@waynegroup.example,US,True,2020-03-25,True
VEND-00043,Cyberdyne Inc,853751672,NET30,2135,ar@cyberdyneinc.example,US,False,2019-01-06,True
VEND-00044,Globex Group,126852747,DUE_ON_RECEIPT,7120,ar@globexgroup.example,US,False,2020-04-02,True
VEND-00045,Pied Enterprises,131487434,NET30,9414,ar@piedenterprises.example,US,True,2024-12-09,True
VEND-00046,Dunder Group,,DUE_ON_RECEIPT,7319,ar@dundergroup.example,US,True,2025-10-13,True
VEND-00047,Pied Partners,604886368,NET30,5511,ar@piedpartners.example,US,True,2022-09-10,True
VEND-00048,Bluth Systems,360249164,NET30,6967,ar@bluthsystems.example,US,False,2022-04-06,True
VEND-00049,Hooli Corp,366000973,NET45,3462,ar@hoolicorp.example,US,False,2023-03-01,True
VEND-00050,Umbrella Group,172733325,DUE_ON_RECEIPT,8423,ar@umbrellagroup.example,US,True,2023-11-23,True
VEND-00051,Dunder Inc,798450339,NET60,9542,ar@dunderinc.example,US,True,2020-01-25,True
VEND-00052,Hooli Enterprises,766666879,NET30,9873,ar@hoolienterprises.example,US,False,2023-12-17,True
VEND-00053,Globex Industries,296391395,DUE_ON_RECEIPT,1315,ar@globexindustries.example,US,False,2019-08-28,True
VEND-00054,Acme Systems,737356095,NET45,9640,ar@acmesystems.example,US,False,2022-06-23,True
VEND-00055,Cyberdyne LLC,485004187,NET45,5087,ar@cyberdynellc.example,US,False,2020-07-12,True
VEND-00056,Wonka Group,201332895,NET30,6319,ar@wonkagroup.example,US,True,2021-10-03,True
VEND-00057,Pied Partners,235210414,NET30,7200,ar@piedpartners.example,US,True,2019-12-08,True
VEND-00058,Bluth Holdings,465428645,NET45,6632,ar@bluthholdings.example,US,False,2023-10-18,True
VEND-00059,Stark Enterprises,274332946,NET60,2634,ar@starkenterprises.example,US,True,2020-02-14,True
VEND-00060,Pied LLC,109833816,NET45,2681,ar@piedllc.example,US,True,2025-12-13,True
VEND-00061,Hooli Enterprises,511762142,NET30,6774,ar@hoolienterprises.example,US,False,2022-03-24,True
VEND-00062,Globex Partners,312864565,NET30,3215,ar@globexpartners.example,US,True,2022-12-10,True
VEND-00063,Wonka Systems,185217169,NET30,1133,ar@wonkasystems.example,US,False,2025-10-28,True
VEND-00064,Wonka Enterprises,345731779,NET45,7235,ar@wonkaenterprises.example,US,True,2020-11-25,True
VEND-00065,Acme LLC,533086870,NET45,5944,ar@acmellc.example,US,True,2020-08-03,True
VEND-00066,Krusty Solutions,805487041,NET30,7494,ar@krustysolutions.example,US,True,2023-12-11,True
VEND-00067,Cyberdyne Enterprises,823051320,DUE_ON_RECEIPT,1138,ar@cyberdyneenterprises.example,US,True,2021-04-17,True
VEND-00068,Stark Systems,674678042,NET60,9272,ar@starksystems.example,US,True,2020-11-01,True
VEND-00069,Vandelay Industries,755959197,DUE_ON_RECEIPT,8542,ar@vandelayindustries.example,US,False,2022-08-30,True
VEND-00070,Stark Systems,682921256,NET60,6462,ar@starksystems.example,US,False,2020-07-02,True
VEND-00071,Massive Inc,301297155,DUE_ON_RECEIPT,4053,ar@massiveinc.example,US,False,2025-08-11,True
VEND-00072,Cyberdyne Solutions,953142167,NET60,2996,ar@cyberdynesolutions.example,US,False,2022-08-23,True
VEND-00073,Bluth Enterprises,203890149,DUE_ON_RECEIPT,1717,ar@bluthenterprises.example,US,False,2019-06-06,True
VEND-00074,Krusty Systems,132376066,NET45,7072,ar@krustysystems.example,US,True,2025-10-06,True
VEND-00075,Cyberdyne Inc,519354104,NET30,8341,ar@cyberdyneinc.example,US,False,2020-03-18,True
VEND-00076,Sterling LLC,544412707,DUE_ON_RECEIPT,4438,ar@sterlingllc.example,US,False,2020-10-14,True
VEND-00077,Dunder Industries,340454214,NET30,7074,ar@dunderindustries.example,US,False,2020-07-31,True
VEND-00078,Umbrella Industries,529065647,NET45,5984,ar@umbrellaindustries.example,US,True,2023-08-15,True
VEND-00079,Pied Group,418804461,DUE_ON_RECEIPT,1835,ar@piedgroup.example,US,False,2021-08-26,True
VEND-00080,Dunder Solutions,483754917,NET60,4418,ar@dundersolutions.example,US,False,2023-02-23,True
VEND-00081,Soylent Corp,646982124,NET30,8844,ar@soylentcorp.example,US,True,2022-08-09,True
VEND-00082,Massive Solutions,584199327,NET60,8540,ar@massivesolutions.example,US,False,2022-11-13,True
VEND-00083,Stark Group,972515825,DUE_ON_RECEIPT,9682,ar@starkgroup.example,US,True,2019-02-11,True
VEND-00084,Hooli Solutions,293132653,NET60,2644,ar@hoolisolutions.example,US,False,2019-09-20,True
VEND-00085,Soylent Industries,498499165,NET60,1981,ar@soylentindustries.example,US,False,2020-10-03,True
VEND-00086,Initech Holdings,529088291,NET60,5061,ar@initechholdings.example,US,True,2021-10-15,True
VEND-00087,Umbrella Systems,289916699,DUE_ON_RECEIPT,8454,ar@umbrellasystems.example,US,True,2025-06-28,True
VEND-00088,Soylent Corp,220159092,NET45,3750,ar@soylentcorp.example,US,True,2020-03-03,True
VEND-00089,Dunder Corp,501960565,DUE_ON_RECEIPT,2950,ar@dundercorp.example,US,True,2025-12-20,True
VEND-00090,Krusty Enterprises,432895690,NET45,7529,ar@krustyenterprises.example,US,True,2019-05-29,True
VEND-00091,Hooli Corp,195634349,NET60,3254,ar@hoolicorp.example,US,True,2023-01-05,True
VEND-00092,Dunder Systems,316361974,NET45,8442,ar@dundersystems.example,US,True,2020-11-26,True
VEND-00093,Sterling Systems,671795336,DUE_ON_RECEIPT,6261,ar@sterlingsystems.example,US,True,2023-09-10,True
VEND-00094,Stark Enterprises,510286028,DUE_ON_RECEIPT,2490,ar@starkenterprises.example,US,True,2025-03-05,True
VEND-00095,Wonka Enterprises,524662858,NET60,1296,ar@wonkaenterprises.example,US,True,2020-02-04,True
VEND-00096,Soylent Holdings,900972879,NET45,1483,ar@soylentholdings.example,US,True,2024-04-27,True
VEND-00097,Dunder Partners,285246349,NET45,5302,ar@dunderpartners.example,US,True,2021-12-15,True
VEND-00098,Vandelay LLC,459242398,NET60,2653,ar@vandelayllc.example,US,False,2024-05-24,True
VEND-00099,Bluth Group,655445878,DUE_ON_RECEIPT,1139,ar@bluthgroup.example,US,True,2022-05-21,True
VEND-00100,Sterling Industries,998645841,NET30,8049,ar@sterlingindustries.example,US,True,2024-04-27,True
VEND-00101,Vandelay Enterprises,819723076,DUE_ON_RECEIPT,4724,ar@vandelayenterprises.example,US,False,2021-10-30,True
VEND-00102,Krusty Partners,479583312,NET30,1442,ar@krustypartners.example,US,False,2025-03-13,True
VEND-00103,Tyrell LLC,125021272,NET45,2549,ar@tyrellllc.example,US,False,2024-04-20,True
VEND-00104,Wayne LLC,465086108,NET30,9990,ar@waynellc.example,US,False,2020-09-29,True
VEND-00105,Massive Inc,445980919,NET45,6941,ar@massiveinc.example,US,False,2022-04-17,True
VEND-00106,Vandelay Partners,517436580,NET45,8404,ar@vandelaypartners.example,US,True,2019-10-12,True
VEND-00107,Pied Group,310667329,NET30,8219,ar@piedgroup.example,US,False,2023-08-17,True
VEND-00108,Cyberdyne Inc,601372279,NET60,7426,ar@cyberdyneinc.example,US,False,2025-03-19,True
VEND-00109,Globex Systems,489194303,DUE_ON_RECEIPT,6039,ar@globexsystems.example,US,False,2019-10-22,True
VEND-00110,Initech Industries,951652667,DUE_ON_RECEIPT,3599,ar@initechindustries.example,US,False,2023-07-11,True
VEND-00111,Stark Inc,871564848,NET30,4423,ar@starkinc.example,US,False,2020-11-06,True
VEND-00112,Globex LLC,327804337,NET45,5763,ar@globexllc.example,US,True,2019-01-16,True
VEND-00113,Umbrella Systems,483349357,DUE_ON_RECEIPT,1564,ar@umbrellasystems.example,US,False,2022-09-23,True
VEND-00114,Massive Solutions,880592861,DUE_ON_RECEIPT,3068,ar@massivesolutions.example,US,False,2023-08-27,True
VEND-00115,Sterling Inc,805120459,NET30,2887,ar@sterlinginc.example,US,False,2024-12-08,True
VEND-00116,Umbrella Solutions,190775827,NET30,7275,ar@umbrellasolutions.example,US,True,2023-03-27,True
VEND-00117,Hooli Enterprises,549454713,DUE_ON_RECEIPT,2934,ar@hoolienterprises.example,US,True,2025-02-13,True
VEND-00118,Umbrella Inc,552574858,NET60,4829,ar@umbrellainc.example,US,True,2022-11-18,True
VEND-00119,Stark Corp,735737689,NET60,9892,ar@starkcorp.example,US,True,2025-07-14,True
VEND-00120,Wayne Systems,535775408,NET45,3833,ar@waynesystems.example,US,True,2024-12-15,True
VEND-00121,Sterling Systems,683902252,NET30,9738,ar@sterlingsystems.example,US,True,2020-02-29,True
VEND-00122,Krusty Corp,840777749,NET30,2015,ar@krustycorp.example,US,False,2022-01-11,True
VEND-00123,Globex Corp,924996845,DUE_ON_RECEIPT,2416,ar@globexcorp.example,US,False,2025-04-07,True
VEND-00124,Pied Inc,834175006,NET30,3769,ar@piedinc.example,US,False,2020-08-05,True
VEND-00125,Massive Inc,215981024,NET60,9580,ar@massiveinc.example,US,True,2022-06-16,True
VEND-00126,Wonka Inc,408952312,DUE_ON_RECEIPT,1184,ar@wonkainc.example,US,False,2022-08-19,True
VEND-00127,Vandelay Industries,235858639,DUE_ON_RECEIPT,4906,ar@vandelayindustries.example,US,False,2022-03-13,True
VEND-00128,Soylent Systems,487789638,DUE_ON_RECEIPT,3522,ar@soylentsystems.example,US,False,2024-11-30,True
VEND-00129,Vandelay Holdings,362186193,NET30,9559,ar@vandelayholdings.example,US,True,2022-12-01,True
VEND-00130,Dunder Enterprises,707869269,NET30,1817,ar@dunderenterprises.example,US,True,2022-04-10,True
VEND-00131,Tyrell Systems,627126574,NET45,4408,ar@tyrellsystems.example,US,False,2021-03-14,True
VEND-00132,Vandelay Solutions,852703942,NET45,2969,ar@vandelaysolutions.example,US,True,2023-10-03,True
VEND-00133,Umbrella Holdings,707677902,NET30,7483,ar@umbrellaholdings.example,US,False,2023-03-18,True
VEND-00134,Wayne LLC,729610920,NET60,8074,ar@waynellc.example,US,False,2024-03-22,True
VEND-00135,Umbrella Systems,494962497,NET45,7317,ar@umbrellasystems.example,US,False,2020-04-01,True
VEND-00136,Soylent Inc,105133911,NET30,3101,ar@soylentinc.example,US,True,2025-07-02,True
VEND-00137,Soylent Holdings,629551843,DUE_ON_RECEIPT,9140,ar@soylentholdings.example,US,False,2022-04-16,True
VEND-00138,Pied Holdings,105677605,NET30,7565,ar@piedholdings.example,US,False,2019-09-22,True
VEND-00139,Vandelay Group,720670700,NET30,6772,ar@vandelaygroup.example,US,False,2024-06-10,True
VEND-00140,Bluth Corp,838142798,NET45,1142,ar@bluthcorp.example,US,False,2023-09-22,True
VEND-00141,Massive LLC,173585320,DUE_ON_RECEIPT,5666,ar@massivellc.example,US,False,2019-06-05,True
VEND-00142,Wayne Enterprises,398429907,NET45,3441,ar@wayneenterprises.example,US,False,2021-12-13,True
VEND-00143,Sterling LLC,714112999,NET45,1065,ar@sterlingllc.example,US,True,2019-06-23,True
VEND-00144,Tyrell Holdings,734645812,NET60,2226,ar@tyrellholdings.example,US,False,2019-03-28,True
VEND-00145,Massive LLC,841142320,NET30,4831,ar@massivellc.example,US,True,2024-03-25,True
VEND-00146,Wonka Enterprises,960708376,DUE_ON_RECEIPT,4869,ar@wonkaenterprises.example,US,False,2021-08-23,True
VEND-00147,Dunder Partners,659094316,DUE_ON_RECEIPT,7917,ar@dunderpartners.example,US,True,2020-05-05,True
VEND-00148,Cyberdyne Inc,600875816,DUE_ON_RECEIPT,6134,ar@cyberdyneinc.example,US,False,2021-06-28,True
VEND-00149,Initech Enterprises,319195572,DUE_ON_RECEIPT,9837,ar@initechenterprises.example,US,True,2025-03-04,True
VEND-00150,Vandelay Enterprises,869078947,NET45,8611,ar@vandelayenterprises.example,US,False,2025-04-17,True
VEND-00151,Globex Systems.,489194303,DUE_ON_RECEIPT,6039,ar@globexsystems.example,US,False,2019-10-22,True
