employee_id,employee_name,department,hire_date,termination_date,ytd_gross_pay,ytd_taxes_withheld,last_pay_date,is_active
EMP-00050,Taylor Miller,Ops,2024-06-21,,50464.4,5687.1,2025-12-08,True
EMP-00051,Sam Anderson,Engineering,2024-01-09,,59291.11,20791.92,2025-12-14,True
EMP-00052,Casey Singh,Ops,2020-01-21,,66309.06,20418.03,2025-11-27,True
EMP-00053,Riley Wilson,HR,2023-08-17,,54211.04,14193.18,2025-12-02,True
EMP-00054,Skyler Miller,Marketing,2024-01-01,,70112.57,29144.69,2025-11-24,True
EMP-00055,Skyler Lee,Marketing,2022-06-15,,62150.15,9537.03,2025-11-21,True
EMP-00056,Morgan Davis,Marketing,2015-10-03,,42761.63,12459.78,2025-11-12,True
EMP-00057,Jamie Lee,Ops,2015-04-21,,91646.41,10824.81,2025-12-06,True
EMP-00058,Morgan Wilson,Marketing,2022-07-19,,34402.03,8315.64,2025-12-21,True
EMP-00059,Morgan Singh,HR,2025-01-23,,121136.14,8620.09,2025-11-11,True
EMP-00060,Morgan Brown,Marketing,2021-02-23,,50576.7,12465.16,2025-11-25,True
EMP-00061,Riley Moore,Marketing,2015-07-02,,48310.99,11949.74,2025-11-09,True
EMP-00062,Quinn Thomas,Sales,2021-05-22,,50008.51,4993.12,2025-12-23,True
EMP-00063,Reese Moore,Engineering,2018-09-17,,52980.06,29483.08,2025-11-05,True
EMP-00064,Morgan Singh,Sales,2024-07-17,,90932.16,8207.75,2025-12-25,True
EMP-00065,Avery Taylor,Finance,2025-01-14,,33185.8,17518.32,2025-11-27,True
EMP-00066,Jamie Brown,Engineering,2017-03-29,,95604.61,11542.0,2025-11-29,True
EMP-00067,Jamie Wilson,Finance,2024-03-01,,51799.88,25044.87,2025-11-25,True
EMP-00068,Jordan Patel,Ops,2024-05-20,,41738.96,9437.12,2025-11-29,True
EMP-00069,Jordan Lee,Sales,2017-07-01,,28462.95,5941.36,2025-12-10,True
EMP-00070,Jamie Anderson,Sales,2019-10-24,,227418.74,17766.99,2025-12-08,True
EMP-00071,Dakota Taylor,Finance,2018-02-02,,48329.53,13399.67,2025-11-14,True
EMP-00072,Jamie Moore,Sales,2022-11-15,,34983.34,5703.55,2025-11-15,True
EMP-00073,Morgan Garcia,Engineering,2023-07-09,,99154.8,15039.74,2025-12-25,True
EMP-00074,Jordan Garcia,HR,2019-12-22,,33571.65,6754.83,2025-12-22,True
EMP-00075,Casey Singh,Ops,2021-07-02,,49910.03,12205.33,2025-11-22,True
EMP-00076,Riley Moore,Engineering,2015-02-24,,57358.3,11063.57,2025-12-10,True
EMP-00077,Jamie Brown,Finance,2025-01-31,,56266.49,16757.05,2025-11-08,True
EMP-00078,Reese Patel,Engineering,2021-04-30,,28975.1,19994.27,2025-11-25,True
EMP-00079,Avery Jackson,Marketing,2020-03-20,,42005.2,9812.01,2025-11-06,True
EMP-00080,Morgan Patel,Sales,2016-08-23,,52937.74,16767.98,2025-12-14,True
EMP-00081,Quinn Thomas,HR,2017-02-24,,45057.1,15671.55,2025-12-07,True
EMP-00082,Sam Anderson,Ops,2015-11-19,,37955.16,17153.5,2025-11-30,True
EMP-00083,Alex Singh,Marketing,2020-03-20,,69943.14,8666.88,2025-11-15,True
EMP-00084,Dakota Patel,Sales,2016-07-30,,68110.26,20473.08,2025-12-12,True
EMP-00085,Casey Singh,Sales,2017-12-15,,105500.48,19616.69,2025-12-29,True
EMP-00086,Dakota Anderson,Ops,2015-11-20,,65392.56,28625.81,2025-12-28,True
EMP-00087,Jordan Taylor,Finance,2019-08-09,,66082.38,17219.17,2025-12-28,True
EMP-00088,Sam Thomas,Marketing,2019-04-18,,14543.8,13501.85,2025-11-19,True
EMP-00089,Reese Taylor,Engineering,2016-02-04,,83388.34,13803.19,2025-11-05,True
EMP-00090,Reese Miller,HR,2015-01-31,,58768.41,8791.02,2025-12-15,True
EMP-00091,Quinn Garcia,Marketing,2019-01-19,,66166.09,15854.56,2025-11-20,True
EMP-00092,Morgan Thomas,Sales,2022-06-23,,20827.67,19104.58,2025-11-14,True
EMP-00093,Casey Garcia,Engineering,2018-09-03,,34589.72,29251.32,2025-11-17,True
EMP-00094,Casey Taylor,Engineering,2016-01-02,,88342.67,13924.47,2025-12-30,True
EMP-00095,Avery Brown,Marketing,2024-09-11,,34441.32,8222.22,2025-12-20,True
EMP-00096,Jamie Brown,Finance,2016-03-07,,26066.89,19867.61,2025-11-10,True
EMP-00097,Casey Jackson,HR,2016-03-19,,54467.15,22016.94,2025-11-30,True
EMP-00098,Jordan Jackson,Sales,2023-09-27,,140493.47,14512.9,2025-12-10,True
EMP-00099,Sam Lee,Engineering,2018-12-23,,109292.87,6081.49,2025-11-19,True
EMP-00100,Quinn Singh,Ops,2023-03-18,,74014.32,15839.42,2025-11-01,True
