vendor_id,vendor_name,tax_id,payment_terms,bank_account_last4,contact_email,country,is_1099,created_at,is_active
VEND-00029,Umbrella Inc,754522206,DUE_ON_RECEIPT,1289,ar@umbrellainc.example,US,True,2020-10-09,True
VEND-00030,Initech Holdings,404906816,NET30,9060,ar@initechholdings.example,US,False,2020-11-17,True
VEND-00031,Tyrell Industries,992782896,NET45,7795,ar@tyrellindustries.example,US,True,2022-05-24,True
VEND-00032,Krusty LLC,548549831,DUE_ON_RECEIPT,9827,ar@krustyllc.example,US,False,2020-11-18,True
VEND-00033,Tyrell Corp,765026409,NET30,2323,ar@tyrellcorp.example,US,False,2024-02-13,True
VEND-00034,Massive Holdings,727770374,NET30,4397,ar@massiveholdings.example,US,True,2019-08-17,True
VEND-00035,Cyberdyne Holdings,509413659,NET60,1174,ar@cyberdyneholdings.example,US,False,2021-09-24,True
VEND-00036,Bluth Holdings,769483594,NET60,4702,ar@bluthholdings.example,US,True,2023-08-02,True
VEND-00037,Dunder Group,914171087,NET60,4278,ar@dundergroup.example,US,True,2019-10-20,True
VEND-00038,Soylent Systems,896277440,NET45,1978,ar@soylentsystems.example,US,True,2024-04-16,True
VEND-00039,Initech Group,982709726,NET45,4442,ar@initechgroup.example,US,True,2024-08-11,True
VEND-00040,Dunder Partners,963287863,NET30,6614,ar@dunderpartners.example,US,False,2025-07-05,True
VEND-00041,Wayne Industries,727303600,NET60,4583,ar@wayneindustries.example,US,False,2019-01-10,True
VEND-00042,Stark Holdings,307224183,NET60,4384,ar@starkholdings.example,US,False,2025-08-27,True
VEND-00043,Tyrell Industries,375947922,NET60,3862,ar@tyrellindustries.example,US,False,2020-12-26,True
VEND-00044,Tyrell Partners,981078196,NET45,4146,ar@tyrellpartners.example,US,True,2022-10-22,True
VEND-00045,Bluth Industries,571516344,NET30,6299,ar@bluthindustries.example,US,False,2022-04-22,True
VEND-00046,Wonka Group,821940267,NET45,9727,ar@wonkagroup.example,US,True,2023-08-04,True
VEND-00047,Hooli Inc,684598780,NET45,7322,ar@hooliinc.example,US,False,2023-02-09,True
VEND-00048,Vandelay Holdings,855169680,NET60,4358,ar@vandelayholdings.example,US,True,2024-07-07,True
VEND-00049,Acme LLC,265711844,DUE_ON_RECEIPT,1358,ar@acmellc.example,US,True,2020-07-06,True
VEND-00050,Vandelay Industries,196724454,NET60,2591,ar@vandelayindustries.example,US,True,2021-04-12,True
VEND-00051,Massive LLC,481510677,NET30,2265,ar@massivellc.example,US,False,2025-08-29,True
VEND-00052,Vandelay Holdings,371458684,NET60,3847,ar@vandelayholdings.example,US,True,2024-09-29,True
VEND-00053,Globex Solutions,830573082,NET30,6170,ar@globexsolutions.example,US,True,2023-01-27,True
VEND-00054,Soylent Solutions,676541498,DUE_ON_RECEIPT,2418,ar@soylentsolutions.example,US,True,2021-03-02,True
VEND-00055,Massive Solutions,502794678,NET60,2646,ar@massivesolutions.example,US,False,2025-10-04,True
VEND-00056,Umbrella Inc,564182927,NET60,5953,ar@umbrellainc.example,US,True,2019-10-17,True
VEND-00057,Initech Industries,160322047,NET60,2232,ar@initechindustries.example,US,False,2020-08-22,True
VEND-00058,Wonka Solutions,595578452,NET60,3836,ar@wonkasolutions.example,US,True,2023-05-12,True
VEND-00059,Initech Holdings,781411786,NET60,4773,ar@initechholdings.example,US,False,2022-03-29,True
VEND-00060,Sterling Systems,132052429,NET30,5998,ar@sterlingsystems.example,US,True,2024-09-14,True
VEND-00061,Krusty Enterprises,468775286,NET60,8945,ar@krustyenterprises.example,US,True,2019-06-20,True
VEND-00062,Pied Group,786676281,NET60,2329,ar@piedgroup.example,US,False,2024-02-21,True
VEND-00063,Tyrell Corp,761720235,NET30,8579,ar@tyrellcorp.example,US,True,2024-10-22,True
VEND-00064,Initech Solutions,938776128,NET30,8827,ar@initechsolutions.example,US,True,2023-03-31,True
VEND-00065,Initech Partners,386740693,NET45,5470,ar@initechpartners.example,US,False,2019-02-17,True
VEND-00066,Bluth Corp,329887754,DUE_ON_RECEIPT,3236,ar@bluthcorp.example,US,True,2019-10-16,True
VEND-00067,Wayne Industries,760071204,NET60,9446,ar@wayneindustries.example,US,True,2020-09-09,True
VEND-00068,Stark LLC,763474597,NET60,2895,ar@starkllc.example,US,False,2020-11-10,True
VEND-00069,Dunder Holdings,477815903,DUE_ON_RECEIPT,4767,ar@dunderholdings.example,US,False,2019-11-05,True
VEND-00070,Pied LLC,182502351,NET30,5560,ar@piedllc.example,US,False,2023-10-04,True
VEND-00071,Wonka LLC,472899830,NET60,9834,ar@wonkallc.example,US,False,2022-01-16,True
VEND-00072,Krusty Industries,245409363,NET60,8163,ar@krustyindustries.example,US,True,2024-11-29,True
VEND-00073,Bluth Group,687521208,NET30,5164,ar@bluthgroup.example,US,True,2020-11-09,True
VEND-00074,Vandelay Enterprises,129625083,NET60,8967,ar@vandelayenterprises.example,US,True,2022-03-27,True
VEND-00075,Krusty Holdings,627188740,NET30,9361,ar@krustyholdings.example,US,True,2025-02-26,True
VEND-00076,Wayne Group,969189556,NET30,7549,ar@waynegroup.example,US,True,2023-12-04,True
VEND-00077,Initech Partners,632025536,DUE_ON_RECEIPT,1882,ar@initechpartners.example,US,False,2022-10-27,True
VEND-00078,Globex Inc,231597684,NET45,1523,ar@globexinc.example,US,True,2023-04-22,True
VEND-00079,Vandelay Corp,603369270,DUE_ON_RECEIPT,8771,ar@vandelaycorp.example,US,False,2020-08-27,True
VEND-00080,Globex Industries,730032921,NET60,3991,ar@globexindustries.example,US,False,2025-01-22,True
VEND-00081,Globex LLC,814133468,NET45,1490,ar@globexllc.example,US,False,2024-12-06,True
VEND-00082,Bluth Corp,866457182,NET45,2042,ar@bluthcorp.example,US,True,2023-03-06,True
VEND-00083,Cyberdyne Inc,570733175,NET45,7364,ar@cyberdyneinc.example,US,False,2021-10-07,True
VEND-00084,Umbrella Solutions,635919780,DUE_ON_RECEIPT,5511,ar@umbrellasolutions.example,US,True,2019-06-11,True
VEND-00085,Acme Systems,341432322,DUE_ON_RECEIPT,9140,ar@acmesystems.example,US,True,2024-08-29,True
VEND-00086,Acme Corp,707846967,NET30,9228,ar@acmecorp.example,US,True,2019-03-23,True
VEND-00087,Vandelay Enterprises,308679012,DUE_ON_RECEIPT,9634,ar@vandelayenterprises.example,US,False,2022-01-14,True
VEND-00088,Wayne Inc,442241649,NET30,9504,ar@wayneinc.example,US,True,2023-01-29,True
VEND-00089,Massive Inc,397480780,NET60,2163,ar@massiveinc.example,US,True,2022-10-17,True
VEND-00090,Krusty Enterprises,966349031,NET30,9333,ar@krustyenterprises.example,US,True,2024-09-05,True
VEND-00091,Acme Solutions,369148873,NET60,7956,ar@acmesolutions.example,US,False,2025-01-20,True
VEND-00092,Dunder Partners,500163300,DUE_ON_RECEIPT,4581,ar@dunderpartners.example,US,True,2022-03-18,True
VEND-00093,Initech Systems,657637450,NET30,3233,ar@initechsystems.example,US,False,2023-07-06,True
VEND-00094,Dunder Solutions,314527255,DUE_ON_RECEIPT,1024,ar@dundersolutions.example,US,True,2022-12-27,True
VEND-00095,Tyrell Group,214980660,NET45,3156,ar@tyrellgroup.example,US,False,2021-08-14,True
VEND-00096,Hooli Holdings,990568988,NET45,4473,ar@hooliholdings.example,US,False,2020-07-11,True
VEND-00097,Sterling Partners,667394224,NET45,1467,ar@sterlingpartners.example,US,True,2021-05-13,True
VEND-00098,Soylent Solutions,615957137,DUE_ON_RECEIPT,5249,ar@soylentsolutions.example,US,True,2021-01-08,True
VEND-00099,Sterling Industries,982725370,NET30,3457,ar@sterlingindustries.example,US,False,2021-05-06,True
VEND-00100,Wonka Group,958463155,NET45,8941,ar@wonkagroup.example,US,True,2022-10-08,True
VEND-00101,Umbrella Group,550181039,NET45,1070,ar@umbrellagroup.example,US,False,2020-05-10,True
VEND-00102,Soylent Solutions,447073744,NET60,4246,ar@soylentsolutions.example,US,True,2025-10-24,True
VEND-00103,Krusty Inc,646931742,NET30,4363,ar@krustyinc.example,US,True,2025-10-11,True
VEND-00104,Acme Inc,118120750,NET30,2064,ar@acmeinc.example,US,False,2019-03-26,True
VEND-00105,Massive Corp,539884151,DUE_ON_RECEIPT,9818,ar@massivecorp.example,US,False,2021-05-18,True
VEND-00106,Acme Systems,111757503,NET30,4071,ar@acmesystems.example,US,False,2025-02-18,True
VEND-00107,Sterling Inc,437297883,NET45,4710,ar@sterlinginc.example,US,False,2022-07-05,True
VEND-00108,Bluth Enterprises,813251228,NET60,4460,ar@bluthenterprises.example,US,False,2023-02-20,True
VEND-00109,Dunder Solutions,963198043,DUE_ON_RECEIPT,3249,ar@dundersolutions.example,US,True,2023-06-22,True
VEND-00110,Wonka Group,399080067,NET60,6648,ar@wonkagroup.example,US,False,2021-01-22,True
VEND-00111,Krusty Enterprises,880139068,NET60,8408,ar@krustyenterprises.example,US,True,2024-05-29,True
VEND-00112,Stark LLC,195290567,NET45,2091,ar@starkllc.example,US,False,2020-06-25,True
VEND-00113,Sterling Systems,591465620,NET60,9033,ar@sterlingsystems.example,US,False,2022-09-05,True
VEND-00114,Dunder Enterprises,414606172,NET30,3916,ar@dunderenterprises.example,US,True,2021-01-11,True
VEND-00115,Krusty Inc,786273424,DUE_ON_RECEIPT,4660,ar@krustyinc.example,US,False,2021-11-28,True
VEND-00116,Dunder Partners,,DUE_ON_RECEIPT,7450,ar@dunderpartners.example,US,True,2024-02-07,True
VEND-00117,Stark Industries,997116175,NET30,2484,ar@starkindustries.example,US,True,2020-04-04,True
VEND-00118,Globex Enterprises,734781620,NET45,7340,ar@globexenterprises.example,US,False,2020-03-04,True
VEND-00119,Stark Partners,844296235,NET45,6115,ar@starkpartners.example,US,False,2020-05-13,True
VEND-00120,Acme Holdings,650323198,NET30,7582,ar@acmeholdings.example,US,False,2023-09-23,True
VEND-00121,Soylent Industries,628552938,DUE_ON_RECEIPT,3611,ar@soylentindustries.example,US,True,2021-08-30,True
VEND-00122,Krusty Systems,279661267,NET60,2240,ar@krustysystems.example,US,True,2023-11-13,True
VEND-00123,Stark Group,264876582,DUE_ON_RECEIPT,3434,ar@starkgroup.example,US,True,2020-09-17,True
VEND-00124,Pied LLC,171298621,NET60,5365,ar@piedllc.example,US,False,2019-11-29,True
VEND-00125,Acme Enterprises,817655463,DUE_ON_RECEIPT,7239,ar@acmeenterprises.example,US,False,2022-07-31,True
VEND-00126,Globex Inc,369004786,NET60,9012,ar@globexinc.example,US,True,2022-11-14,True
VEND-00127,Acme Inc,407302280,NET30,1067,ar@acmeinc.example,US,False,2025-05-09,True
VEND-00128,Massive Corp,764847466,NET60,2603,ar@massivecorp.example,US,False,2019-12-13,True
VEND-00129,Massive Corp,549997758,DUE_ON_RECEIPT,3835,ar@massivecorp.example,US,True,2023-10-02,True
VEND-00130,Tyrell Inc,572401069,NET30,6767,ar@tyrellinc.example,US,False,2022-04-05,True
VEND-00131,Wonka Enterprises,579432166,DUE_ON_RECEIPT,7502,ar@wonkaenterprises.example,US,True,2019-06-10,True
VEND-00132,Pied Holdings,558230403,NET60,3336,ar@piedholdings.example,US,False,2023-11-08,True
VEND-00133,Wayne Solutions,202758878,NET30,1756,ar@waynesolutions.example,US,False,2021-04-15,True
VEND-00134,Pied Inc,497773640,DUE_ON_RECEIPT,7724,ar@piedinc.example,US,False,2022-01-14,True
VEND-00135,Hooli Enterprises,212165242,NET60,5600,ar@hoolienterprises.example,US,True,2024-02-19,True
VEND-00136,Wayne Industries,882179772,NET60,9778,ar@wayneindustries.example,US,True,2021-11-17,True
VEND-00137,Krusty Industries,303194152,DUE_ON_RECEIPT,3954,ar@krustyindustries.example,US,False,2023-11-19,True
VEND-00138,Globex Corp,878877996,NET60,1327,ar@globexcorp.example,US,True,2021-04-13,True
VEND-00139,Vandelay Group,390562728,NET30,1221,ar@vandelaygroup.example,US,True,2020-02-02,True
VEND-00140,Sterling Holdings,658151849,NET60,7731,ar@sterlingholdings.example,US,True,2025-09-18,True
VEND-00141,Vandelay Inc,480848650,NET45,3571,ar@vandelayinc.example,US,True,2019-05-02,True
VEND-00142,Stark Inc,792665649,NET60,7929,ar@starkinc.example,US,False,2020-05-13,True
VEND-00143,Dunder Systems,275281519,NET30,4092,ar@dundersystems.example,US,True,2022-11-14,True
VEND-00144,Initech LLC,836354282,NET45,7772,ar@initechllc.example,US,True,2025-12-12,True
VEND-00145,Pied Systems,986129815,NET45,6657,ar@piedsystems.example,US,False,2025-04-21,True
VEND-00146,Hooli Holdings,264919668,NET30,6204,ar@hooliholdings.example,US,False,2023-05-21,True
VEND-00147,Wayne Systems,779030226,NET60,4280,ar@waynesystems.example,US,False,2024-04-03,True
VEND-00148,Wonka Inc,519864043,DUE_ON_RECEIPT,8883,ar@wonkainc.example,US,True,2024-04-05,True
VEND-00149,Hooli Holdings,718380472,DUE_ON_RECEIPT,2629,ar@hooliholdings.example,US,True,2025-04-30,True
VEND-00150,Globex Inc,808743546,NET30,9842,ar@globexinc.example,US,False,2022-11-13,True
VEND-00151,Initech LLC.,836354282,NET45,7772,ar@initechllc.example,US,True,2025-12-12,True
