customer_id,customer_name,customer_type,tax_id,email,phone,billing_country,credit_limit,created_at,is_active
CUST-00028,Morgan Wilson,patient,656053656,contact28@morganwilson.example,(956) 614-7103,US,3245.83,2022-03-30,True
CUST-00029,Quinn Patel,patient,670196230,contact29@quinnpatel.example,(646) 657-7664,US,13136.92,2022-06-05,True
CUST-00030,Sam Anderson,patient,524384163,contact30@samanderson.example,(607) 997-1824,US,17501.57,2025-07-27,True
CUST-00031,Avery Miller,patient,414602023,contact31@averymiller.example,(401) 613-8355,US,4072.96,2020-09-16,True
CUST-00032,Jamie Garcia,patient,413657266,contact32@jamiegarcia.example,(208) 991-9283,US,7666.78,2021-09-16,True
CUST-00033,Jordan Davis,patient,273007780,contact33@jordandavis.example,(797) 743-6944,US,5493.66,2023-04-28,True
CUST-00034,Quinn Patel,patient,189610197,contact34@quinnpatel.example,(768) 290-6603,US,2722.37,2023-03-30,True
CUST-00035,Taylor Miller,patient,189747843,contact35@taylormiller.example,(331) 804-6237,US,13806.27,2025-10-25,True
CUST-00036,Skyler Jackson,patient,347969496,contact36@skylerjackson.example,(343) 227-7562,US,13505.57,2021-07-28,True
CUST-00037,Riley Singh,patient,401054251,contact37@rileysingh.example,(311) 851-8430,US,5953.58,2021-08-24,True
CUST-00038,Quinn Anderson,patient,276037318,contact38@quinnanderson.example,(605) 998-9827,US,8236.28,2025-10-15,True
CUST-00039,Alex Miller,patient,919832184,contact39@alexmiller.example,(323) 559-8529,US,5767.8,2023-09-25,True
CUST-00040,Quinn Lee,patient,876320014,contact40@quinnlee.example,(430) 404-9838,US,7042.19,2022-01-27,True
CUST-00041,Jamie Jackson,patient,741331814,contact41@jamiejackson.example,(464) 298-7371,US,10462.86,2020-05-10,True
CUST-00042,Skyler Anderson,patient,468821495,contact42@skyleranderson.example,(957) 282-3099,US,4397.88,2021-05-02,True
CUST-00043,Reese Patel,patient,579348115,contact43@reesepatel.example,(543) 220-3918,US,3475.75,2025-02-28,True
CUST-00044,Taylor Anderson,patient,527694217,contact44@tayloranderson.example,(798) 226-6178,US,8725.77,2024-07-13,True
CUST-00045,Sam Patel,patient,272900530,contact45@sampatel.example,(640) 260-5279,US,1807.0,2023-01-30,True
CUST-00046,Jamie Wilson,patient,350383665,contact46@jamiewilson.example,(478) 668-1023,US,4933.49,2023-03-06,True
CUST-00047,Sam Taylor,patient,793865344,contact47@samtaylor.example,(750) 264-5358,US,5843.26,2022-11-19,True
CUST-00048,Jamie Patel,patient,493853310,contact48@jamiepatel.example,(582) 580-1795,US,5065.34,2023-01-13,True
CUST-00049,Quinn Singh,patient,116817145,contact49@quinnsingh.example,(497) 252-8488,US,14566.36,2024-11-19,True
CUST-00050,Quinn Anderson,patient,810064892,contact50@quinnanderson.example,(772) 206-1649,US,2522.02,2020-11-18,True
CUST-00051,Morgan Anderson,patient,750349959,contact51@morgananderson.example,(750) 311-9584,US,11273.91,2024-10-20,True
CUST-00052,Sam Miller,patient,221928028,contact52@sammiller.example,(628) 597-8715,US,10218.88,2021-07-19,True
CUST-00053,Riley Patel,patient,930068658,contact53@rileypatel.example,(519) 889-9406,US,871.55,2024-11-22,True
CUST-00054,Alex Taylor,patient,738575960,contact54@alextaylor.example,(446) 507-2951,US,8739.47,2021-03-01,True
CUST-00055,Sam Moore,patient,933825552,contact55@sammoore.example,(322) 303-8397,US,2121.76,2022-07-14,True
CUST-00056,Skyler Davis,patient,886657849,contact56@skylerdavis.example,(642) 794-7837,US,6597.31,2021-05-02,True
CUST-00057,Sam Moore,patient,231450232,contact57@sammoore.example,(392) 881-9344,US,15431.87,2022-10-23,True
CUST-00058,Morgan Wilson,patient,722919973,contact58@morganwilson.example,(892) 807-8750,US,2995.14,2020-07-09,True
CUST-00059,Sam Thomas,patient,318525756,contact59@samthomas.example,(552) 222-3028,US,7601.55,2025-03-21,True
CUST-00060,Casey Anderson,patient,873051227,contact60@caseyanderson.example,(217) 805-1036,US,2902.4,2023-12-07,True
CUST-00061,Dakota Jackson,patient,136404921,contact61@dakotajackson.example,(496) 373-2896,US,14103.99,2020-10-01,True
CUST-00062,Riley Singh,patient,545643793,contact62@rileysingh.example,(515) 908-4038,US,5941.95,2021-10-31,True
CUST-00063,Dakota Davis,patient,526719054,contact63@dakotadavis.example,(427) 277-6273,US,3480.39,2025-12-15,True
CUST-00064,Quinn Thomas,patient,135306704,contact64@quinnthomas.example,(508) 315-7996,US,8382.46,2022-08-05,True
CUST-00065,Jamie Taylor,patient,639533975,contact65@jamietaylor.example,(944) 906-3230,US,10016.04,2021-04-18,True
CUST-00066,Riley Lee,patient,577148549,contact66@rileylee.example,(216) 562-6929,US,7409.91,2025-11-16,True
CUST-00067,Skyler Brown,patient,911803963,contact67@skylerbrown.example,(980) 769-8170,US,8597.25,2023-07-22,True
CUST-00068,Dakota Anderson,patient,669433150,contact68@dakotaanderson.example,(311) 982-9411,US,6942.67,2024-08-14,True
CUST-00069,Casey Brown,patient,570499484,contact69@caseybrown.example,(496) 982-9106,US,2028.92,2022-11-21,True
CUST-00070,Skyler Wilson,patient,398979053,contact70@skylerwilson.example,(422) 612-4819,US,11674.76,2024-10-02,True
CUST-00071,Quinn Moore,patient,292514368,contact71@quinnmoore.example,(319) 802-5980,US,1754.82,2023-03-03,True
CUST-00072,Taylor Anderson,patient,475949390,contact72@tayloranderson.example,(488) 683-9819,US,1291.29,2025-11-22,True
CUST-00073,Avery Garcia,patient,735472504,contact73@averygarcia.example,(864) 625-1426,US,5983.72,2021-11-25,True
CUST-00074,Dakota Davis,patient,951496698,contact74@dakotadavis.example,(915) 396-3011,US,6418.33,2023-12-09,True
CUST-00075,Reese Brown,patient,701472934,contact75@reesebrown.example,(744) 650-5459,US,4178.85,2024-11-24,True
CUST-00076,Taylor Thomas,patient,813513126,contact76@taylorthomas.example,(738) 713-6281,US,2952.22,2022-03-20,True
CUST-00077,Skyler Lee,patient,792957996,contact77@skylerlee.example,(329) 947-8945,US,5296.61,2023-07-27,True
CUST-00078,Dakota Brown,patient,192671672,contact78@dakotabrown.example,(989) 580-8479,US,1359.65,2025-09-30,True
CUST-00079,Riley Miller,patient,908744807,contact79@rileymiller.example,(491) 749-1798,US,8466.0,2025-04-10,True
CUST-00080,Dakota Brown,patient,314831098,contact80@dakotabrown.example,(642) 442-6196,US,20201.92,2022-10-20,True
